schedule_id,user_id,fund_id,sip_amount,frequency,debit_day,next_debit,bank_account,status
326,5630,210,2000,MONTHLY,4,2025-08-05,ICICI-2645272822,ACTIVE
327,1679,27,1000,MONTHLY,11,2025-07-08,Kotak-4755937285,ACTIVE
328,2341,18,3000,MONTHLY,17,2025-10-16,SBI-7185179917,ACTIVE
329,2481,236,10000,MONTHLY,14,2025-11-12,Union Bank-4850837385,ACTIVE
330,2018,151,2000,MONTHLY,24,2025-07-16,PNB-1600566083,ACTIVE
331,1381,64,5000,MONTHLY,18,2025-11-04,Indian Bank-3965572185,PAUSED
332,4943,53,1000,MONTHLY,17,2025-11-07,BOB-5100282913,ACTIVE
333,1848,62,500,MONTHLY,16,2025-11-23,Indian Bank-5199176431,COMPLETED
334,5186,34,1500,MONTHLY,13,2025-10-19,Canara-1313497572,ACTIVE
335,226,68,10000,MONTHLY,7,2025-01-21,SBI-8589679668,ACTIVE
336,6591,22,3000,MONTHLY,21,2025-10-02,BOB-5654014006,ACTIVE
337,3330,250,1500,MONTHLY,26,2025-03-21,BOB-5578929439,ACTIVE
338,3910,15,500,MONTHLY,8,2025-02-14,Canara-3614915281,ACTIVE
339,2878,31,5000,MONTHLY,1,2025-12-29,ICICI-2113457241,ACTIVE
340,4404,188,10000,MONTHLY,4,2025-01-16,PNB-3249936731,ACTIVE
341,9448,161,3000,MONTHLY,3,2025-09-12,Union Bank-3434757387,ACTIVE
342,4180,198,1000,MONTHLY,4,2025-10-21,HDFC-1011031667,PAUSED
343,202,63,2000,HALF_YEARLY,2,2025-08-30,PNB-9741819989,PAUSED
344,6871,58,5000,MONTHLY,11,2025-05-08,Canara-4547630097,ACTIVE
345,1957,129,1000,QUARTERLY,22,2025-01-27,ICICI-5215140451,COMPLETED
346,1130,225,1500,MONTHLY,15,2025-05-25,Kotak-2961709893,ACTIVE
347,4778,145,1000,MONTHLY,26,2025-06-05,Indian Bank-2052811909,ACTIVE
348,6719,7,5000,QUARTERLY,8,2025-10-05,PNB-4767539382,COMPLETED
349,24,195,500,MONTHLY,22,2025-07-12,Kotak-5222449983,ACTIVE
350,982,249,500,MONTHLY,5,2025-12-31,Kotak-9141445255,ACTIVE
351,1392,149,5000,QUARTERLY,4,2025-09-16,ICICI-9911329062,ACTIVE
352,7127,170,1500,QUARTERLY,5,2025-05-02,Kotak-6696207128,ACTIVE
353,3828,20,500,MONTHLY,7,2025-03-11,Indian Bank-6000952470,ACTIVE
354,6661,31,2000,MONTHLY,18,2025-07-03,Axis-1515024824,ACTIVE
355,4985,212,500,MONTHLY,23,2025-12-23,Indian Bank-8973921474,ACTIVE
356,4067,248,500,MONTHLY,12,2025-07-22,BOB-5254923696,ACTIVE
357,6626,219,1000,MONTHLY,15,2025-10-12,BOB-4409386903,ACTIVE
358,1011,213,1000,QUARTERLY,25,2025-04-24,ICICI-3768901084,ACTIVE
359,4241,235,500,MONTHLY,27,2025-02-08,SBI-8069459895,PAUSED
360,1507,232,500,HALF_YEARLY,28,2025-06-19,HDFC-1217487269,CANCELLED
361,7097,211,500,MONTHLY,24,2025-07-22,Union Bank-2832508021,ACTIVE
362,3067,71,500,MONTHLY,9,2025-08-17,ICICI-3649896750,ACTIVE
363,8174,106,500,MONTHLY,18,2025-09-03,SBI-5884391502,ACTIVE
364,8615,64,2000,MONTHLY,21,2025-10-06,SBI-6837342064,ACTIVE
365,7941,89,2000,MONTHLY,19,2025-09-15,PNB-5406906896,ACTIVE
366,481,230,10000,YEARLY,26,2025-05-24,SBI-7568861677,ACTIVE
367,3814,250,5000,MONTHLY,6,2025-02-21,Axis-4165649201,ACTIVE
368,3595,148,10000,YEARLY,28,2025-07-18,PNB-1746087503,ACTIVE
369,5211,207,3000,MONTHLY,24,2025-12-24,PNB-8303853049,CANCELLED
370,9235,37,3000,MONTHLY,19,2025-04-07,Union Bank-3106408413,ACTIVE
371,3812,155,2000,MONTHLY,8,2025-01-11,BOB-5855415646,ACTIVE
372,5302,16,5000,HALF_YEARLY,1,2025-03-17,Indian Bank-4325878813,PAUSED
373,5979,246,3000,MONTHLY,3,2025-07-11,Canara-6591038760,ACTIVE
374,2581,188,5000,MONTHLY,14,2025-11-24,Union Bank-2532554057,ACTIVE
375,2873,97,1000,MONTHLY,10,2025-12-19,Kotak-7755273988,PAUSED
376,9298,9,10000,YEARLY,6,2025-11-05,PNB-3429019820,CANCELLED
377,2305,85,1500,YEARLY,24,2025-02-09,Axis-9103115140,ACTIVE
378,4346,54,1500,MONTHLY,8,2025-12-21,HDFC-1005502537,ACTIVE
379,6876,249,2000,MONTHLY,6,2025-07-31,Union Bank-2612105539,PAUSED
380,9471,167,1000,MONTHLY,25,2025-12-18,Axis-5438474114,ACTIVE
381,4279,244,1000,QUARTERLY,4,2025-02-07,PNB-9912067529,CANCELLED
382,1526,87,5000,MONTHLY,20,2025-11-11,Union Bank-9116428507,ACTIVE
383,1660,85,5000,MONTHLY,7,2025-04-08,Canara-7614788357,ACTIVE
384,4873,61,3000,MONTHLY,4,2025-01-26,Canara-3108606793,ACTIVE
385,63,110,2000,MONTHLY,3,2025-05-31,Indian Bank-1110533960,ACTIVE
386,4782,21,10000,MONTHLY,16,2025-03-01,Kotak-8134112721,ACTIVE
387,8915,100,1500,MONTHLY,6,2025-07-09,Canara-5486595528,ACTIVE
388,4316,58,500,MONTHLY,27,2025-05-18,Indian Bank-1415334610,ACTIVE
389,8872,106,3000,MONTHLY,25,2025-10-29,Axis-7539441086,COMPLETED
390,7780,147,500,MONTHLY,8,2025-09-01,Kotak-9739092337,ACTIVE
391,8468,205,1000,MONTHLY,19,2025-12-13,Indian Bank-8547068234,ACTIVE
392,2739,249,500,MONTHLY,7,2025-04-09,ICICI-2869999754,COMPLETED
393,2423,214,5000,HALF_YEARLY,20,2025-05-13,PNB-1287814151,ACTIVE
394,6511,142,2000,HALF_YEARLY,11,2025-05-22,BOB-8652281649,ACTIVE
395,2452,38,10000,YEARLY,19,2025-10-29,Indian Bank-4348118981,ACTIVE
396,8776,226,2000,MONTHLY,12,2025-07-30,Kotak-3031719772,ACTIVE
397,6603,37,500,MONTHLY,20,2025-11-08,Canara-9070061596,ACTIVE
398,808,191,500,MONTHLY,16,2025-05-18,PNB-8703676933,ACTIVE
399,8055,220,10000,MONTHLY,23,2025-12-17,HDFC-8489236010,ACTIVE
400,5258,69,5000,MONTHLY,24,2025-08-02,Indian Bank-2897158366,CANCELLED
401,6672,190,10000,MONTHLY,16,2025-09-22,PNB-4399425369,ACTIVE
402,8304,104,500,MONTHLY,5,2025-09-26,Indian Bank-1247508299,ACTIVE
403,829,236,1500,MONTHLY,12,2025-12-27,Axis-4964570811,ACTIVE
404,3964,96,1000,YEARLY,16,2025-11-01,Union Bank-7662927609,ACTIVE
405,4238,192,1500,MONTHLY,27,2025-12-19,HDFC-1213249628,PAUSED
406,3512,220,5000,MONTHLY,8,2025-11-28,Axis-8093513594,ACTIVE
407,146,122,3000,QUARTERLY,5,2025-11-28,ICICI-6256052258,ACTIVE
408,5005,183,2000,QUARTERLY,23,2025-11-26,Kotak-8952502057,ACTIVE
409,3576,120,10000,MONTHLY,10,2025-12-13,BOB-3510353238,ACTIVE
410,6132,144,1500,MONTHLY,21,2025-11-01,Indian Bank-5759272717,ACTIVE
411,4530,164,5000,MONTHLY,11,2025-05-22,Kotak-2283298067,ACTIVE
412,3938,231,5000,MONTHLY,2,2025-11-04,Canara-9699264134,ACTIVE
413,4844,67,5000,MONTHLY,14,2025-07-27,Canara-6110646714,ACTIVE
414,3644,176,5000,MONTHLY,18,2025-11-23,Union Bank-3397657114,ACTIVE
415,7714,33,10000,HALF_YEARLY,24,2025-05-13,BOB-9158681911,ACTIVE
416,3642,91,10000,QUARTERLY,8,2025-06-07,Canara-6891331174,ACTIVE
417,7599,218,10000,MONTHLY,4,2025-08-29,SBI-3665691647,ACTIVE
418,3188,129,3000,MONTHLY,4,2025-12-15,Canara-4668931881,ACTIVE
419,3282,88,1000,MONTHLY,14,2025-10-19,Union Bank-4073772623,ACTIVE
420,7989,86,5000,MONTHLY,21,2025-04-01,PNB-7236521132,ACTIVE
421,2763,148,10000,MONTHLY,25,2025-03-23,Union Bank-1378134712,ACTIVE
422,7036,104,500,MONTHLY,14,2025-09-02,Canara-1818520766,ACTIVE
423,4077,58,1000,MONTHLY,23,2025-06-26,Kotak-2314754322,ACTIVE
424,750,77,3000,MONTHLY,10,2025-08-22,BOB-5869588539,COMPLETED
425,8032,92,10000,MONTHLY,25,2025-04-07,ICICI-1981049082,ACTIVE
426,2150,55,3000,MONTHLY,24,2025-01-12,Indian Bank-5455441991,PAUSED
427,4191,198,3000,YEARLY,18,2025-11-16,SBI-3843139149,ACTIVE
428,324,13,2000,MONTHLY,23,2025-03-01,Canara-7645527239,ACTIVE
429,2509,53,1500,MONTHLY,23,2025-12-18,SBI-7529678452,ACTIVE
430,2248,108,5000,MONTHLY,27,2025-02-23,BOB-2214216328,ACTIVE
431,8155,51,10000,MONTHLY,20,2025-04-13,Kotak-6161147047,ACTIVE
432,4840,42,1000,MONTHLY,2,2025-10-08,Union Bank-7359403225,ACTIVE
433,209,172,5000,MONTHLY,3,2025-02-26,Indian Bank-5077839614,ACTIVE
434,1230,186,5000,MONTHLY,24,2025-02-21,Kotak-6566372886,ACTIVE
435,1636,209,1500,QUARTERLY,6,2025-01-21,Kotak-6638034087,ACTIVE
436,1557,218,10000,MONTHLY,25,2025-01-24,SBI-3779696951,ACTIVE
437,7172,245,1500,QUARTERLY,20,2025-05-18,HDFC-1785418196,ACTIVE
438,7480,70,10000,MONTHLY,27,2025-07-17,Union Bank-1716309186,ACTIVE
439,961,242,2000,HALF_YEARLY,28,2025-03-23,HDFC-2881894932,ACTIVE
440,5876,157,2000,HALF_YEARLY,1,2025-12-17,ICICI-7061419749,ACTIVE
441,4287,168,10000,MONTHLY,11,2025-01-07,BOB-9045090355,ACTIVE
442,1561,111,1500,MONTHLY,22,2025-05-08,Union Bank-8049778448,ACTIVE
443,9148,229,5000,HALF_YEARLY,20,2025-01-28,SBI-1710404224,ACTIVE
444,5254,62,3000,MONTHLY,11,2025-05-23,SBI-8057994126,ACTIVE
445,3851,21,2000,MONTHLY,15,2025-08-16,Indian Bank-7435820151,ACTIVE
446,8149,191,2000,MONTHLY,21,2025-01-10,HDFC-8178927766,COMPLETED
447,5954,212,1500,MONTHLY,2,2025-04-25,Union Bank-8117478955,ACTIVE
448,1869,25,500,MONTHLY,25,2025-12-04,Axis-7536876169,ACTIVE
449,751,230,10000,MONTHLY,6,2025-09-10,ICICI-8394040015,ACTIVE
450,3210,49,2000,QUARTERLY,4,2025-07-21,Axis-2451413560,ACTIVE
451,762,238,500,MONTHLY,21,2025-12-11,Indian Bank-7229869819,ACTIVE
452,8261,35,5000,MONTHLY,16,2025-01-03,BOB-9312085761,PAUSED
453,7913,237,1000,MONTHLY,17,2025-04-01,Indian Bank-1551395583,ACTIVE
454,9840,156,2000,YEARLY,11,2025-09-16,Canara-4274374218,ACTIVE
455,5618,249,1000,MONTHLY,10,2025-08-20,ICICI-8991678061,ACTIVE
456,9070,162,3000,MONTHLY,7,2025-04-13,Axis-8243940366,CANCELLED
457,2174,182,3000,MONTHLY,21,2025-04-02,BOB-8934097788,PAUSED
458,8565,28,500,MONTHLY,1,2025-07-15,ICICI-6153541642,ACTIVE
459,2637,74,10000,MONTHLY,22,2025-05-09,ICICI-8663756690,ACTIVE
460,8867,9,3000,QUARTERLY,12,2025-08-20,HDFC-4714465905,ACTIVE
461,9196,100,5000,MONTHLY,8,2025-09-19,Kotak-9274189261,ACTIVE
462,5123,248,5000,MONTHLY,18,2025-01-28,SBI-9032096058,PAUSED
463,6026,194,1000,MONTHLY,19,2025-10-07,Indian Bank-5141593270,ACTIVE
464,2907,175,5000,MONTHLY,3,2025-04-06,ICICI-2620054076,ACTIVE
465,9120,68,10000,MONTHLY,5,2025-03-24,Indian Bank-6714723660,ACTIVE
466,2537,11,500,MONTHLY,5,2025-06-15,Indian Bank-6588417397,ACTIVE
467,9014,92,3000,MONTHLY,3,2025-12-29,PNB-3169561289,ACTIVE
468,8799,104,1000,MONTHLY,3,2025-06-28,Axis-6716887234,ACTIVE
469,8692,122,500,MONTHLY,18,2025-11-29,SBI-2914126243,CANCELLED
470,3995,246,2000,HALF_YEARLY,2,2025-12-16,PNB-5058691146,ACTIVE
471,8852,186,10000,MONTHLY,10,2025-01-13,BOB-7479970041,ACTIVE
472,4857,230,3000,MONTHLY,21,2025-04-09,PNB-1412129737,COMPLETED
473,8815,137,1000,MONTHLY,1,2025-11-17,HDFC-4322510552,PAUSED
474,6951,214,10000,MONTHLY,4,2025-04-16,BOB-8624454880,ACTIVE
475,1182,192,2000,MONTHLY,22,2025-03-20,SBI-1162720486,ACTIVE
476,2917,204,3000,QUARTERLY,9,2025-10-13,HDFC-9207624837,ACTIVE
477,7392,162,500,MONTHLY,13,2025-08-10,PNB-9615270274,ACTIVE
478,1037,194,5000,QUARTERLY,24,2025-10-27,SBI-3159668272,ACTIVE
479,4938,156,2000,MONTHLY,3,2025-05-25,Union Bank-3837784389,ACTIVE
480,8741,57,1500,YEARLY,5,2025-07-20,BOB-5913767020,ACTIVE
481,6114,246,1000,MONTHLY,1,2025-10-11,BOB-9611537583,ACTIVE
482,8801,141,5000,MONTHLY,3,2025-06-06,Axis-8412844457,ACTIVE
483,8398,37,3000,QUARTERLY,6,2025-04-05,Axis-1834624758,ACTIVE
484,9295,219,5000,MONTHLY,2,2025-10-09,Union Bank-5584288132,ACTIVE
485,9513,125,5000,MONTHLY,11,2025-07-02,ICICI-5724657556,ACTIVE
486,3171,82,3000,MONTHLY,16,2025-08-19,PNB-7729620601,PAUSED
487,7018,44,10000,MONTHLY,1,2025-06-10,Axis-7168105904,PAUSED
488,2201,174,2000,MONTHLY,24,2025-06-19,Union Bank-8622566062,ACTIVE
489,1784,45,10000,MONTHLY,21,2025-11-07,HDFC-4549548567,PAUSED
490,3219,68,5000,MONTHLY,24,2025-11-17,HDFC-3534186676,CANCELLED
491,9038,67,5000,MONTHLY,18,2025-10-04,Union Bank-6866146362,ACTIVE
492,9661,188,2000,MONTHLY,28,2025-05-29,ICICI-5683893864,ACTIVE
493,174,170,10000,MONTHLY,8,2025-11-11,ICICI-2916502228,ACTIVE
494,9271,169,1500,MONTHLY,28,2025-03-16,Union Bank-8565466251,ACTIVE
495,4332,95,3000,HALF_YEARLY,8,2025-01-22,Axis-6846530109,ACTIVE
496,7449,226,500,MONTHLY,2,2025-01-21,PNB-8858274691,PAUSED
497,4315,149,2000,MONTHLY,18,2025-10-19,ICICI-4588312351,ACTIVE
498,6166,250,1500,QUARTERLY,8,2025-09-22,Canara-6776869849,ACTIVE
499,9900,2,1000,MONTHLY,17,2025-03-13,Union Bank-2206067650,ACTIVE
500,2579,93,2000,QUARTERLY,20,2025-03-02,Axis-4093474499,ACTIVE
501,7845,123,5000,QUARTERLY,7,2025-10-30,ICICI-1096405016,ACTIVE
502,9397,152,500,QUARTERLY,6,2025-03-10,BOB-1630780803,ACTIVE
503,2950,133,5000,MONTHLY,13,2025-11-03,Indian Bank-1368287033,ACTIVE
504,7724,223,10000,MONTHLY,16,2025-03-29,Axis-4296344958,ACTIVE
505,8370,68,2000,MONTHLY,6,2025-12-18,PNB-1295678014,ACTIVE
506,2167,28,10000,HALF_YEARLY,1,2025-04-14,BOB-8234304760,PAUSED
507,9921,25,3000,MONTHLY,6,2025-09-01,Indian Bank-1504729135,ACTIVE
508,2136,231,10000,MONTHLY,20,2025-10-04,SBI-7101791420,PAUSED
509,8681,110,1500,MONTHLY,8,2025-09-04,Canara-5714658227,ACTIVE
510,7818,197,3000,QUARTERLY,8,2025-02-12,Kotak-7050091525,ACTIVE
511,117,148,500,MONTHLY,17,2025-03-02,BOB-8749354330,ACTIVE
512,1747,40,1500,MONTHLY,14,2025-11-30,Indian Bank-7597520265,ACTIVE
513,4515,175,3000,MONTHLY,13,2025-04-15,Canara-3072183247,ACTIVE
514,9092,124,1500,MONTHLY,9,2025-06-07,Indian Bank-6281827528,ACTIVE
515,2651,26,10000,MONTHLY,7,2025-09-18,Canara-4035639663,ACTIVE
516,87,206,3000,MONTHLY,3,2025-03-16,Union Bank-5570190774,ACTIVE
517,1312,156,3000,MONTHLY,2,2025-07-16,Canara-7418263314,ACTIVE
518,8490,74,3000,MONTHLY,7,2025-01-18,Indian Bank-5449848690,ACTIVE
519,5,250,10000,MONTHLY,6,2025-02-14,Kotak-8171143901,ACTIVE
520,3282,133,500,MONTHLY,1,2025-12-27,HDFC-7798642975,ACTIVE
521,4531,58,2000,MONTHLY,20,2025-04-10,Union Bank-2121448210,ACTIVE
522,1745,144,1500,HALF_YEARLY,3,2025-09-15,Kotak-9404002665,PAUSED
523,9420,65,3000,MONTHLY,23,2025-08-15,Canara-8626138802,ACTIVE
524,9615,221,1500,MONTHLY,1,2025-09-04,HDFC-5270048042,ACTIVE
525,3768,205,3000,MONTHLY,11,2025-07-31,PNB-2131078331,ACTIVE
526,6537,173,3000,HALF_YEARLY,24,2025-06-25,HDFC-7341757401,ACTIVE
527,9400,69,2000,MONTHLY,6,2025-12-16,Axis-2139907416,ACTIVE
528,4092,215,10000,MONTHLY,20,2025-07-02,ICICI-4952177946,ACTIVE
529,8072,158,10000,MONTHLY,1,2025-10-05,SBI-7960713821,ACTIVE
530,9413,223,10000,HALF_YEARLY,9,2025-09-09,ICICI-6498703287,ACTIVE
531,9449,33,2000,HALF_YEARLY,2,2025-09-27,Canara-9729790084,ACTIVE
532,2864,118,2000,MONTHLY,4,2025-12-24,BOB-1036157653,ACTIVE
533,6217,149,3000,QUARTERLY,4,2025-06-16,PNB-2128928014,ACTIVE
534,5622,94,1000,MONTHLY,6,2025-09-13,Canara-8525623511,ACTIVE
535,6564,72,1000,YEARLY,15,2025-04-03,Indian Bank-3946398734,PAUSED
536,4423,206,10000,MONTHLY,8,2025-10-12,Canara-5937271321,PAUSED
537,2894,108,3000,MONTHLY,16,2025-03-10,BOB-8667946580,ACTIVE
538,9211,220,500,MONTHLY,19,2025-01-25,Canara-1257854279,PAUSED
539,7808,215,5000,MONTHLY,21,2025-02-19,Union Bank-6845287382,ACTIVE
540,4223,89,1500,QUARTERLY,1,2025-07-30,HDFC-8646369354,ACTIVE
541,8364,125,2000,MONTHLY,25,2025-08-17,HDFC-5108541819,PAUSED
542,5528,108,2000,QUARTERLY,21,2025-11-10,Indian Bank-1306420495,ACTIVE
543,3740,81,5000,MONTHLY,11,2025-12-01,Kotak-8063693463,ACTIVE
544,7290,200,3000,YEARLY,28,2025-07-05,Indian Bank-2778069478,ACTIVE
545,379,33,5000,MONTHLY,24,2025-05-01,Kotak-1343875431,ACTIVE
546,1688,25,500,MONTHLY,3,2025-08-31,BOB-1357561213,ACTIVE
547,2545,22,1000,MONTHLY,21,2025-07-19,Kotak-6515490818,ACTIVE
548,2151,135,500,MONTHLY,27,2025-03-29,SBI-7340036327,COMPLETED
549,8857,240,1000,YEARLY,9,2025-10-08,Union Bank-7861571879,ACTIVE
550,9241,112,1500,HALF_YEARLY,17,2025-11-24,BOB-5679598896,ACTIVE
551,6754,67,500,MONTHLY,5,2025-06-05,SBI-5880373288,ACTIVE
552,8768,3,1500,MONTHLY,23,2025-09-09,Union Bank-9620935604,ACTIVE
553,6746,226,1000,MONTHLY,18,2025-08-12,Canara-2625035499,ACTIVE
554,6918,161,10000,MONTHLY,8,2025-09-22,Indian Bank-6462619080,ACTIVE
555,8716,208,10000,MONTHLY,9,2025-07-31,Axis-5881763070,ACTIVE
556,7461,159,2000,MONTHLY,15,2025-05-20,Indian Bank-1083302600,ACTIVE
557,8765,6,1500,MONTHLY,6,2025-02-22,Kotak-1035236295,ACTIVE
558,242,127,1500,MONTHLY,7,2025-06-25,Canara-6890105611,ACTIVE
559,520,85,1500,MONTHLY,3,2025-03-16,SBI-9896529524,ACTIVE
560,3149,230,10000,MONTHLY,27,2025-05-09,Canara-4069538076,ACTIVE
561,7258,64,2000,MONTHLY,24,2025-01-18,Axis-9993491029,ACTIVE
562,3416,122,1500,MONTHLY,13,2025-12-15,Kotak-4127754456,ACTIVE
563,9005,134,5000,MONTHLY,4,2025-05-10,Union Bank-3863432302,COMPLETED
564,3867,163,1000,MONTHLY,14,2025-06-16,SBI-3511253899,ACTIVE
565,3983,3,5000,MONTHLY,2,2025-10-25,Union Bank-1384313264,ACTIVE
566,1498,176,500,MONTHLY,20,2025-06-23,SBI-1461243650,ACTIVE
567,5190,143,10000,QUARTERLY,26,2025-11-27,PNB-4149022054,ACTIVE
568,6190,92,500,MONTHLY,24,2025-03-10,Kotak-8288721755,ACTIVE
569,3058,140,1500,QUARTERLY,12,2025-06-15,Union Bank-1688669716,ACTIVE
570,7363,76,1500,MONTHLY,27,2025-05-15,BOB-7468039211,ACTIVE
571,307,159,1000,MONTHLY,28,2025-07-06,Indian Bank-9861985372,COMPLETED
572,6349,49,10000,MONTHLY,17,2025-12-16,Union Bank-7927950813,ACTIVE
573,5277,29,500,QUARTERLY,4,2025-09-25,HDFC-1557376230,PAUSED
574,3311,28,500,MONTHLY,16,2025-04-09,HDFC-8886846400,ACTIVE
575,8616,160,500,MONTHLY,23,2025-10-30,Kotak-1304401362,CANCELLED
576,3420,168,10000,MONTHLY,16,2025-02-10,Union Bank-9119337640,PAUSED
577,956,211,500,MONTHLY,20,2025-05-17,BOB-8878930685,ACTIVE
578,3538,246,5000,MONTHLY,17,2025-02-19,HDFC-2654984428,ACTIVE
579,4076,146,5000,MONTHLY,21,2025-04-02,BOB-4204511084,ACTIVE
580,9447,92,500,MONTHLY,22,2025-08-23,Canara-6891490448,ACTIVE
581,7055,212,1000,MONTHLY,24,2025-06-15,Indian Bank-6213781637,ACTIVE
582,4163,93,500,MONTHLY,15,2025-08-18,Canara-9516733215,ACTIVE
583,8481,35,1000,MONTHLY,10,2025-01-04,Kotak-2352505293,ACTIVE
584,4522,236,3000,HALF_YEARLY,18,2025-09-19,BOB-1664494972,ACTIVE
585,5828,40,3000,MONTHLY,5,2025-05-16,PNB-2289789131,ACTIVE
586,9324,235,10000,MONTHLY,7,2025-02-09,PNB-9999520085,ACTIVE
587,613,188,500,MONTHLY,26,2025-10-23,Canara-6731159892,PAUSED
588,7116,107,5000,MONTHLY,28,2025-03-03,Axis-9639044885,ACTIVE
589,6267,14,1500,MONTHLY,10,2025-09-26,SBI-5937408591,ACTIVE
590,3618,40,2000,MONTHLY,2,2025-12-11,Canara-1386903346,ACTIVE
591,6461,38,2000,MONTHLY,5,2025-06-22,HDFC-9801724134,ACTIVE
592,1394,103,10000,MONTHLY,17,2025-08-11,ICICI-3402158803,ACTIVE
593,9361,51,1000,MONTHLY,18,2025-11-12,BOB-7142085555,ACTIVE
594,9438,23,2000,MONTHLY,4,2025-12-10,Canara-6113114506,ACTIVE
595,397,198,3000,QUARTERLY,10,2025-03-28,PNB-8742949959,ACTIVE
596,7217,12,5000,MONTHLY,27,2025-04-30,Axis-4662594124,ACTIVE
597,894,63,500,MONTHLY,20,2025-03-17,Kotak-4454359624,ACTIVE
598,7720,6,1000,MONTHLY,11,2025-04-18,BOB-5373945362,ACTIVE
599,8632,12,1500,MONTHLY,9,2025-03-29,SBI-2165144965,ACTIVE
600,137,18,5000,QUARTERLY,13,2025-12-05,Kotak-8130076816,PAUSED
601,313,75,1000,YEARLY,28,2025-11-29,Canara-4048090198,CANCELLED
602,7941,222,1000,MONTHLY,20,2025-09-30,HDFC-9447304615,ACTIVE
603,353,11,1500,MONTHLY,8,2025-09-29,Kotak-4197133819,ACTIVE
604,5766,91,3000,MONTHLY,21,2025-06-04,Axis-9856264217,ACTIVE
605,6344,228,1500,MONTHLY,27,2025-01-16,BOB-1589530134,ACTIVE
606,8532,246,2000,MONTHLY,22,2025-11-10,Axis-5951019935,COMPLETED
607,9919,85,1000,MONTHLY,15,2025-10-05,ICICI-5888143707,ACTIVE
608,8583,233,5000,HALF_YEARLY,5,2025-08-09,ICICI-4938966574,ACTIVE
609,9132,137,1500,QUARTERLY,24,2025-03-02,ICICI-9473523940,COMPLETED
610,4971,114,1000,MONTHLY,24,2025-11-23,Kotak-1458579821,ACTIVE
611,4373,156,3000,MONTHLY,19,2025-11-10,Axis-3952265565,ACTIVE
612,7809,35,5000,MONTHLY,17,2025-11-06,Union Bank-6959096557,ACTIVE
613,2684,50,10000,YEARLY,8,2025-01-17,Canara-9269680715,COMPLETED
614,3647,191,500,MONTHLY,22,2025-04-14,Axis-7945217063,ACTIVE
615,7497,228,10000,MONTHLY,8,2025-08-07,Canara-6638851791,ACTIVE
616,9371,153,3000,MONTHLY,18,2025-09-26,SBI-4769980437,PAUSED
617,4026,133,3000,MONTHLY,18,2025-07-22,SBI-5134302513,ACTIVE
618,7202,102,1000,MONTHLY,10,2025-05-27,Union Bank-9824210727,ACTIVE
619,2331,119,500,MONTHLY,27,2025-11-27,Union Bank-1486068287,ACTIVE
620,8953,35,2000,MONTHLY,13,2025-07-31,PNB-4847409832,PAUSED
621,1478,65,5000,MONTHLY,11,2025-12-21,ICICI-1391663395,ACTIVE
622,5947,22,5000,MONTHLY,17,2025-12-29,Canara-5079161918,ACTIVE
623,6236,12,3000,QUARTERLY,25,2025-03-29,PNB-4705150091,ACTIVE
624,2370,46,2000,MONTHLY,25,2025-12-31,SBI-9422285317,ACTIVE
625,2961,31,3000,MONTHLY,5,2025-04-14,SBI-5347399246,ACTIVE
626,8170,140,2000,MONTHLY,26,2025-01-03,Indian Bank-7338134731,ACTIVE
627,1301,154,3000,MONTHLY,20,2025-01-04,Axis-1891796718,ACTIVE
628,903,168,10000,MONTHLY,12,2025-01-19,ICICI-7886058634,ACTIVE
629,1437,13,1000,MONTHLY,4,2025-08-02,ICICI-7781608576,CANCELLED
630,1526,197,2000,QUARTERLY,10,2025-06-15,PNB-8552450838,PAUSED
631,1064,75,5000,QUARTERLY,16,2025-03-10,HDFC-1249900899,ACTIVE
632,8667,23,10000,YEARLY,16,2025-12-19,Indian Bank-6528427385,ACTIVE
633,5186,67,1500,HALF_YEARLY,17,2025-10-22,Indian Bank-7432749100,PAUSED
634,9985,60,500,MONTHLY,23,2025-05-29,Axis-4421940259,ACTIVE
635,3397,205,500,MONTHLY,20,2025-08-01,Canara-3738056872,ACTIVE
636,3297,177,1500,MONTHLY,10,2025-05-11,HDFC-7657171838,ACTIVE
637,1866,176,5000,MONTHLY,11,2025-06-24,Canara-5123653209,PAUSED
638,3179,85,2000,MONTHLY,27,2025-06-23,Union Bank-3773055184,ACTIVE
639,7547,229,2000,MONTHLY,28,2025-10-02,PNB-4189376783,PAUSED
640,4905,145,3000,MONTHLY,24,2025-12-14,PNB-8239138603,ACTIVE
641,5794,17,1500,YEARLY,5,2025-05-24,SBI-4618105265,ACTIVE
642,6383,48,5000,QUARTERLY,20,2025-03-01,Kotak-4048739665,ACTIVE
643,1423,128,10000,YEARLY,8,2025-07-10,Union Bank-2298447203,ACTIVE
644,613,200,3000,MONTHLY,7,2025-02-17,Union Bank-3147716902,ACTIVE
645,7922,188,10000,MONTHLY,28,2025-09-26,Kotak-5263701409,ACTIVE
646,599,118,500,MONTHLY,13,2026-01-01,BOB-5004358412,ACTIVE
647,9737,224,500,MONTHLY,3,2025-06-20,Union Bank-8497100471,ACTIVE
648,5115,164,1000,MONTHLY,7,2025-06-14,Axis-7581074488,ACTIVE
649,1928,70,500,MONTHLY,5,2025-03-22,Kotak-3207873733,ACTIVE
650,5740,141,5000,QUARTERLY,11,2025-05-19,ICICI-3465667475,ACTIVE
651,5102,157,500,MONTHLY,11,2025-10-04,Union Bank-3901232981,ACTIVE
